Company_Name,Sector,Stage,Location,What_it_does,Funding_Amount($),Year,Investor,Redistributed_sector
SP Robotic Works,EdTech,Series A,Chennai,An innovative place to explore next-generation technologies for students and all tech enthusiasts.,3000000.0,2021,Mount Judi India Growth Fund,Education
3SC,Logistics,Series B,Gurugram,An end-to-end supply chain analytics company that provides execution and analytics solutions which are comprehensive and customized.,15000000.0,2021,GEF Capital’s South Asia Fund,Transport
Chai Waale,Food & Beverages,Series B,Chennai,"A wide range of exotic flavoured chai, in the most hygienic ambience at pocket-friendly prices.",600000.0,2021,"Sunil Sethia, Sunil Kumar Singhvi, Manish Mardia",Food & Beverage
Minimalist,Cosmetics,Series A,Jaipur,Affordable skincare for all,10000000.0,2021,Sequoia Capital,Fashion & Beauty
Biconomy,Blockchain,Series A,New Delhi,Developer platform to enable a simplified transaction and onboarding experience for Web3 projects,9000000.0,2021,"Mechanism Capital, DACM",Technology & IT
Fixcraft,Automotive,Pre Series A,Gurugram,India's Most Trusted Automotive Repair Brand,1000000.0,2021,Inflection Point Ventures,Transport
Slice,Financial Services,Pre Series A,Bangalore,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards",10000000.0,2021,"Northern Arc Capital, Niyogin Fintech Limited, Credit Saison India, Vivriti Capital",Finance
90+ My Tuition App,EdTech,Series A,Bangalore,Daskalos Virtual Academy Pvt Ltd is a company set up by a group of professionals who perform innovative work in management.,5000000.0,2021,Pearl Investment LLC,Education
Wasabi,Consulting,Seed,Bangalore,Help small businesses grow their sales via our customer interaction and growth platform.,1800000.0,2021,"021 Capital, Sparrow Capital",Consulting & Professional Services
Strata,Real Estate,Series A,Bangalore,Strata is an innovative tech-driven platform redefining Fractional Investments in Premium Commercial Real Estate,6000000.0,2021,"Kotak Investment Advisors Limited, Gruhas Proptech",Construction & Real Estate
Ourbetterplanet,E-commerce,Seed,Bangalore,A curated online marketplace for all things sustainable!,300000.0,2021,VANS Group,Others
Murf.ai,SaaS startup,Seed,Bangalore,"Murf AI is working on simplifying voice audio and making high-quality voice overs accessible to everyone, using artificial intelligence.",1500000.0,2021,Elevation Capital,Technology & IT
JetSynthesys,Media,Seed,Pune,"JetSynthesys is the group's most innovative company in the promising Digital and Technology Business World with a vision to create world class digital products, platforms and services in India",2000000.0,2021,Sachin Tendulkar,Media & Advertising
MYFITNESS,Fitness,Seed,Silvassa,"A new age D2C health & fitness brand with a mission to deliver products that taste good, feel good and do good.",1000000.0,2021,9Unicorns,Sports & Fitness
I am Love,Healthcare,Seed,Mumbai,"I am Love came into existence in early 2020, with the aim of redefining the relationship we have with our health.",4000000.0,2021,Xentel Investments,Others
MyGlamm,D2C,Seed,Mumbai,MyGlamm is India’s fastest growing direct-to-consumer beauty brand.,40000000.0,2021,Accel Partners,Others
Gumlet,IT,Seed,Bangalore,Gumlet has built a new-age media delivery infrastructure that provides low code or no-code integration plugins that automate the entire media publishing pipeline.,1600000.0,2021,Sequoia’s Surge,Others
Eloelo,Gaming,Pre Series A,Bangalore,Creator-led Social Gaming & Live Streaming Platform,2000000.0,2021,"Waterbridge, Lumikai",Sports & Fitness
Edukemy,EdTech,Pre Series A,Noida,"Edukemy is the first EdTech company in the country, in the non –STEM segment, offering an immersive learning experience to the students, supported by cutting-edge technology and an AI-based evaluation system.",2000000.0,2021,"Auxano, Falcon5",Education
Zingbus,Mobility,Pre Series A,Gurugram,Zingbus is a renowned brand in the bus operating industry.,5000000.0,2021,Infoedge ventures,Others
NewsReach,Media,Seed,Ahmedabad,NewsReach is a Mumbai based company that wants to create a disruptive ecosystem of original and local news content.,300000.0,2021,JITO Angel Network,Media & Advertising
Pencilton,FinTech,Pre-Seed,Hyderabad,"India's first app for kids & teens to manage and spend pocket money while learning about money in a fun, gamified way.",330000.0,2021,Jupiter,Finance
Bandhoo,IT,Pre-Seed,Gurugram,"Bringing ease of eCommerce to Construction for builders, infrastructure companies, contractors and workers",1000000.0,2021,Unitus Ventures,Others
ixigo,IT,Pre-Seed,Gurugram,"AI-based travel app offering seamless planning and booking for flights, trains, buses, hotels and more!",53000000.0,2021,"GIC, Infoedge",Others
The Whole Truth,Food & Beverages,Series A,Mumbai,"Believe simple, homely ingredients, minimally processed, are the secret to nutritious, tasty food",6000000.0,2021,Sequoia Capital,Food & Beverage
Insane AI,Fitness,Seed,Bangalore,Mainstream fitness formats are a primitive solution to the modern problems of a sedentary lifestyle.,800000.0,2021,pi Ventures,Sports & Fitness
Learn4o Technology,E-learning,Seed,Jaipur,"Trying to solve the problem of unemployment in young graduates, who, despite having college degrees, don't have the skills for the real world.",3000000.0,2021,IAN,Others
Droom,Automobile,Seed,Gurugram,"Droom is an AI and data science driven online transactional platform, which offers 21st century experience in buying & selling used & new automobiles in India",200000000.0,2021,Inflection Point Ventures,Others
Skymet,Environmental Services,Seed,Noida,Provide services that allow clients to understand and organize themselves around changing environment.,1000000.0,2021,"Northern Arc, Caspian Impact Investments",Energy & Environmental
Go Swift,Consumer Services,Pre Series A,Bangalore,Help small & medium sized businesses to grow by helping them with their shipping requirements at the cheapest and most reliable service.,2000000.0,2021,Kalaari Capital,Others
Mamaearth,Healthcare,Pre Series A,Gurugram,A brand which develops products from world-class research and attempts to solve every little problem that we as parents face.,50000000.0,2021,Sofina Ventures SA,Others
G.O.A.T,D2C,Series A,Bangalore,G.O.A.T Brand Labs provides a tech-enabled platform for D2C brands to scale.,36000000.0,2021,"Tiger Global, Flipkart Ventures",Others
Keeros,Food & Beverages,Pre Series A,Lucknow,"Keeros Roasted Supersnacks that are Healthy for All, Safe for Diabetics.",3000000.0,2021,Venture Catalysts,Food & Beverage
ReDesyn,Merchandise,Pre Series A,Mumbai,"Merchandise drop-shipping platform for influencers, designers, creators & brands.",300000.0,2021,Anthill Ventures,Others
Inspacco,Facilities Services,Pre Series A,Pune,"For residential commercial and industrial establishments , Inspacco is a one stop solution , that delivers affordable improvement and maintenance services",200000.0,2021,Inflection Point Ventures,Others
Knorish,EdTech,Pre Series A,Gurugram,"Saas platform offers a feature packed platform enables businesses, experts, professionals, artists, instructors, specialists, coaches, people seeking work from home opportunities",1000000.0,2021,"Inflection Point Ventures, Rockstud Capital, Pentathlon Ventures, Prophetic Ventures syndicate",Education
Dozee,Healthcare,Series A,Bangalore,"Dozee is India's only contactless health monitor that silently tracks your heart, respiration, sleep patterns, stress levels, cardiac contractions, apnea and more while you sleep.",5000000.0,2021,Prime VP,Others
BlackBuck,Logistics & Supply Chain,Series E,Bangalore,BlackBuck marks the beginning of a new path in trucking. A path that is organized and makes trucking simple for every shipper and trucker.,67000000.0,2021,"Tribe Capital, IFC Emerging Asia Fund, VEF",Transport
Mailmodo,Marketing & Advertising,Seed,Bangalore,Mailmodo is a complete email marketing solution enabling users to create and send app-like interactive emails to improve email conversions.,2000000.0,2021,"Sequoia’s Surge, Y Combinator",Media & Advertising
SuperBeings,Computer software,Seed,Bangalore,"Continuous Leadership Development & Employee Engagement platform. Improve Leadership, Culture and Experience real-time.",3000000.0,2021,Endiya Partners,Others
NirogStreet,Healthcare,Series A,New Delhi,Nirogstreet as a concept is working to make #Ayurveda first call of treatment.,2500000.0,2021,"Gokul Rajaram, Pureland Venture, Wavemaker Partners",Others
Hyreo,Human Resources,Pre Series A,Thiruvananthapuram,Hyreo stands for delivering a ‘customer-like’ experience for candidates throughout the recruiting process.,3000000.0,2021,Callapina Capital,Human Resources
GODI Energy,Automotive,Pre Series A,Hyderabad,GODI is a technology innovation organization focused on the design and manufacturing of green energy storage solutions.,3000000.0,2021,Blue Ashva Capital,Transport
Even,Healthcare,Seed,Bangalore,One monthly subscription to cover all your healthcare needs.,5000000.0,2021,Khosla Ventures,Others
Captain Fresh,Logistics,Series A,Bangalore,A B2B marketplace leveraging technology to deliver the fastest harvest-to-retail in the industry.,12000000.0,2021,"Accel Partners, Matrix India",Transport
Otipy,Food & Beverages,Series A,Gurugram,Otipy helps the farmer to deliver farm fresh vegetables & fruits at doorstep.,10200000.0,2021,"Omidyar Network India, Innoven Capital",Food & Beverage
Lenskart,Eyewear,Series A,Faridabad,India's fastest growing eyewear company and largest eyewear company online.,220000000.0,2021,"Temasek, Falcon Edge",Others
Eka.care,Healthcare,Series A,Bangalore,A digitally enabled and connected healthcare ecosystem for better health outcomes.,4500000.0,2021,"Deep Kalra, Ashish Kashyap, Rajesh Magow",Others
Braingroom,EdTech,Series A,Chennai,"BrainGroom is an online marketplace for educational, recreational & wellness classes with defined target segment, quantifiable outcomes & specified time duration.",200000.0,2021,"IAN, Social Alpha, Startup Oasis",Education
Edvizo,Consumer Services,Pre Series A,Bangalore,"Edvizo is an online marketplace to help students and parents find, compare and enroll in the best and trusted private institutes in their locality",1000000.0,2021,Inflection Point Ventures,Others
Credenc,FinTech,Pre Series A,New Delhi,An education loan platform to finance meritorious students for the college expenses by underwriting future employability,25000000.0,2021,Capital India,Finance
GlobalBees,D2C Business,Series A,New Delhi,Globalbees partners with entrepreneurs who have built an online-first business.  Our team scales up D2C businesses in India and abroad.,150000000.0,2021,"FirstCry, Lightspeed Venture Partners",Others
Spinny,Automotive,Series D,Gurugram,Spinny is a new age used car end-to-end platform in India.,108000000.0,2021,Tiger Global,Transport
Mynvax,Biotechnology,Series A,Bangalore,Mynvax is a pre-clinical stage vaccine biotechnology. Current develop programs include a recombinant vaccine for human influenza and COVID19.,4000000.0,2021,"Accel, LetsVenture, 1Crowd",Health & Medical
RiseBird,Human Resources,Series A,Pune,RiseBird provides on-demand 2.5K + expert video interviews and A.I. powered insights to help companies hire online.,500000.0,2021,SAB Holdings,Human Resources
Uvi Health,Healthcare,Pre-Seed,Bangalore,Digital health platform delivering personalized care for women’s sexual and reproductive health concerns,330000.0,2021,Titan Capital,Others
Vegrow,Farming,Pre-Seed,Bangalore,Vegrow is in the business of fresh fruits & vegetables with addressable market size of $43 Billion.,13000000.0,2021,"Lightspeed Venture Partners, Elevation Capital",Agriculture
Automovill,Automotive,Pre-Seed,Bangalore,"Automovill is a unique platform to aggregate automobile service providers, where we connect vehicle owners with all kind of automobile service providers under one roof.",500000.0,2021,Mumbai Angels Network,Transport
NFTically,NFT Marketplace,Seed,Gurugram,"NFT Marketplace to buy or sell NFT tokens in minutes or set up your own NFT store, website, a storefront in minutes.",3000000.0,2021,Jayanti Kanani,Finance
HealthifyMe,Healthcare,Series C,Bangalore,HealthifyMe is a revolutionary health and fitness application that is on a mission to transform a billion lives!,75000000.0,2021,"LeapFrog, Khosla Ventures",Others
GalaxyCard,FinTech,Series C,Gurugram,GalaxyCard is a mobile based Instant Credit Card.,450000.0,2021,JITO Angel Network,Finance
Bella Vita Organic,Healthcare,Series C,Gurugram,Bella Vita Organic or ‘The Good Life’ is dedicated to creating handcrafted and organic beauty solutions inspired by the natural elements of the earth and age old beauty best practices.,10000000.0,2021,Ananta Capital,Others
SmartCoin,FinTech,Series C,Bangalore,India's Most Preferred Instant Loan App,10000000.0,2021,"Northern Arc, Vivriti Capital",Finance
CareerNinja,EdTech,Seed,Mumbai,"Careerninja Is A Funded, Early-stage Ed-tech Venture Building A Personalized Learning Platform To Help People Achieve Their Career Goals",3000000.0,2021,Unitus Ventures,Education
MYSUN,Solar,Seed,New Delhi,"India's Largest Online Rooftop Solar Platform for SMEs, Industries & Homes",2000000.0,2021,TATA Cleantech Capital,Energy & Environmental
Sea6 Energy,Biotechnology,Series B,Bangalore,"Sea6 Energy envisions a future where the abundant oceans will be our biomass farms of tomorrow - to provide solutions in energy, agriculture and food.",9000000.0,2021,Aqua-Spark,Health & Medical
Beco,Consumer Goods,Seed,Mumbai,"Eco-friendly home and kitchen care products that are plastic-free, high in quality and affordable.",500000.0,2021,Climate Angels Fund,Others
OneCode,Internet,Seed,Bangalore,"OneCode is a platform which connects new age digital first brands with ""relevant"" sellers (aka OneCoders) to sell their products and services",5000000.0,2021,"Sequoia’s Surge, Nexus Venture Partners",Others
MedPay,Information Technology,Seed,Bangalore,MedPay® is building the real-time claims adjudication platform for health insurers.,1200000.0,2021,"Entrepreneur First (EF), GrowX Ventures",Technology & IT
Inshorts,Internet,Seed,Noida,Built Inshorts with a promise to deliver news,60000000.0,2021,Vy Capital,Others
Digantara,SpaceTech,Seed,Bangalore,"Digantara is an Indian Space Technology Company incubated at Indian Institute of Science (IISc), establishing a space-based surveillance platform with global realtime earth coverage",2500000.0,2021,Kalaari Capital,Others
Aqgromalin,AgriTech,Seed,Chennai,Aqgormalin is a tech driven farm diversification platform enabling farmers to diversify into Animal Husbandry and Aquaculture.,700000.0,2021,Zephyr Peacock,Agriculture
Square Yards,Real Estate,Seed,Gurugram,India’s largest tech enabled Real Estate Brokerage and Mortgage Marketplace,25000000.0,2021,ADM Capital,Construction & Real Estate
OYO,Hospitality,Seed,Gurugram,OYO is a global platform that empowers entrepreneurs and small businesses with hotels and homes by providing full-stack technology,660000000.0,2021,"SoftBank Vision Fund, Hindustan Media Venture",Health & Medical
Slang Labs,Computer software,Seed,Bangalore,Slang Labs provides accurate and multilingual in-app voice assistants for Android and web apps,3000000.0,2021,100x Entrepreneurs,Others
NirogGyan,Healthcare,Seed,Gurugram,"Simplifying Diagnostics for labs, doctors, and people.",3000000.0,2021,"Healthcare veterans, PIEDS",Others
Ola Electric,Automotive,Debt,Bangalore,Ola Electric - The future of mobility is here.? Charging ahead to accelerate the world’s transition to sustainable mobility.,100000000.0,2021,Bank of Baroda,Transport
Bikry app,Consumer software,Debt,Noida,"Bikry, a Direct-to-Customer platform to start your online store within 30 seconds at 0% commission",1300000.0,2021,YCombinator,Others
Oliveboard,EdTech,Debt,Bangalore,Oliveboard is the top exam preparation platform for Banking & Government Exams.,3000000.0,2021,IAN Fund,Education
Little Leap,EdTech,Debt,New Delhi,Soft Skills that make Smart Leaders,300000.0,2021,Vishal Gupta,Education
Trell,Social commerce,Series B,Bangalore,India's Largest Lifestyle Social Commerce platform. Empowering millions of storytellers & Micro-Entrepreneurs.,45000000.0,2021,"Mirae Asset, H&M",Others
Kredent,EdTech,Series B,Kolkata,Kredent Academy is the unique concept where financial market professionals have taken the onus of creating a strong knowledge bank in their area of expertise,1000000.0,2021,Kotak Securities,Education
EasyAspataal,Healthcare,Seed,Mumbai,India’s First Digital Admission Desk for Hospitalisation.,500000.0,2021,Venture Catalysts,Others
SMOOR,Food & Beverages,Seed,Bangalore,Instigate your sixth sense with our new range of chocolates.,3000000.0,2021,Klub,Food & Beverage
Pankhuri,Social community,Seed,Bangalore,"Pankhuri is a women's only community for members to socialize, explore and upskill through live interactive courses, expert chat and interest-based clubs.",3200000.0,2021,Sequoia’s Surge,Others
Arcana,Information Technology,Seed,Bangalore,Arcana is the Storage Layer of Ethereum.,370000.0,2021,Balaji Srinivasan,Technology & IT
AdmitKard,EdTech,Pre-seriesA,Noida,A tech solution for end to end career advisory to students looking to study abroad.,1000000.0,2021,Inflection Point Ventures,Education
UrbanKisaan,Food & Beverages,Pre-seriesA,Hyderabad,A modern farms close to where your home is. Creating positive change at every step from seed to store ensuring quality and traceability.,3000000.0,2021,BASF Venture Capital GmbH,Food & Beverage
Aquaconnect,Fishery,Pre Series A,Chennai,Aquaconnect is a global full-stack aquaculture technology venture that provides data-driven farm advisory and marketplace solutions to fish and shrimp farmers,4000000.0,2021,"Rebright Partners, Flourish Ventures",Others
Vah Vah!,EdTech,Pre Series A,Bangalore,A mission to educate India and make its young and dynamic population job ready.,1800000.0,2021,Sequoia Surge,Education
LetsDressUp,Apparel & Fashion,Pre Series A,Gurugram,Building India's version of Stitch Fix,300000.0,2021,"Titan Capital, Sequoia Capital",E-Commerce & Retail
Sapio Analytics,Computer software,Pre Series A,Mumbai,Aim to provide the most intelligent AI-powered policy making solutions for government institutions across the world.,150000.0,2021,Parthiv Group,Others
BHyve,Human Resources,Pre Series A,Mumbai,A Future of Work Platform for diffusing Employee Tacit Knowledge and enabling Peer Learning Networks,300000.0,2021,"Omkar Pandharkame, Ketaki Ogale",Human Resources
Indi Energy,Renewables & Environment,Seed,Roorkee,"Indi Energy is an energy storage startup involved in R&D of next generation battery technologies, with superior performance than current counterparts.",3000000.0,2021,Mumbai Angels Network,Others
The Ayurveda Co,Consumer Goods,Seed,Gurugram,The Ayurveda Co. represents things that are all Ayurvedic at heart and are suited for the contemporary landscape.,3000000.0,2021,"GetVantage, Velocity, Shiprocket Capital",Others
Pratilipi,Online storytelling,Seed,Bangalore,"Pratilipi is the largest Indian language self-publishing platform with over 350,000 authors and more than 28,000,000 unique monthly readers.",48000000.0,2021,"Krafton Inc, Omidyar",Others
Ati Motors,Automotive,Pre Series A,Bangalore,Autonomous industrial vehicle maker,35000000.0,2021,"Blume Ventures, Exfinity Venture Partners",Transport
peAR,Deeptech,Pre Series A,Mumbai,An AR / VR tech based Start-up in Mumbai.,300000.0,2021,Inflection Point Ventures,Others
Gourmet Garden,Farming,Pre Series A,Bangalore,"100% contamination free, pesticide free naturoponically grown vegetables.",3000000.0,2021,"Beyond Next Ventures, M Venture Partners",Agriculture
The Sleep Company,Consumer Goods,Pre Series A,Mumbai,Patent Pending sleep technology developed by actual Rocket Scientists and sleep experts after years of research.,1000000.0,2021,Fireside Ventures,Others
TyrePlex,B2B E-commerce,Seed,New Delhi,Tyreplex is digitizing the tyre dealers in India.,3000000.0,2021,AdvantEdge Founders,Others
ION Energy,Automotive,Pre Series A,Mumbai,Advanced Electronics & Software Supplier for Electric Vehicles & Battery Energy Storage,3600000.0,2021,Inflection Point Ventures,Transport
Digit Insurance,Insuretech,Pre Series A,Bangalore,"Digit becomes the first Unicorn of 2021, valued at $1.9B.",200000000.0,2021,"Faering Capital, Sequoia Capital India, IIFL Alternate Asset Managers",Others
FRAAZO,Food & Beverages,Series A,Mumbai,FRAAZO is Mumbai's favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours.,11000000.0,2021,"Sixth Sense Ventures, NABVENTURES",Food & Beverage
Licious,Food & Beverages,Series F,Bangalore,"Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.",192000000.0,2021,"Temasek, Multiples PE",Food & Beverage
WinZO,Gaming,Series C,New Delhi,WinZO is the largest social gaming and entertainment platform in India.,65000000.0,2021,Griffin Gaming Partners,Sports & Fitness
Furlenco,Consumer Goods,Series C,Bangalore,Furlenco is a different furniture company.,100000000.0,2021,Zinnia Global,Others
Skylark Drones,Aviation,Pre Series A,Bangalore,"Enterprise drone solutions that help plan, build, and sustain the world we live in.",3000000.0,2021,"InfoEdge Ventures, IAN Fund",Others
Leegality,IT company,Pre Series A,Gurugram,"The market standard for eSign, eStamp and Document Workflow in India. Eliminating paper from paperwork since 2016",3000000.0,2021,"IIFL, Mumbai Angels",Others
Arcatron Mobility,Healthcare,Pre Series A,Pune,Mission is to advance global standards of assisted living and make it dignified and safer.,3000000.0,2021,Klub,Others
TWID,FinTech,Pre Series A,Bangalore,"TWID is shaping the future of Digital Currencies, delivering new-age fintech solutions",2500000.0,2021,"BEENEXT, Sequoia’s Surge",Finance
PeakPerformer,EdTech,Early seed,Bangalore,"A goal-oriented, outcome-driven platform to make leadership coaching accessible to all.",3000000.0,2021,Antler India,Education
MyMobiForce,Internet,Pre Series A,Noida,"Crowdsourcing platform imparting best-in-class services with immensely talented, skilled & qualified workforce pan-India",1400000.0,2021,Bharat Inclusion,Others
Pine Labs,Information Technology,Pre Series A,Noida,A merchant platform company that provides financing and last-mile retail transaction technology to merchants,600000.0,2021,"Fidelity, BlackRock",Technology & IT
Genworks Health,Healthcare,Pre Series A,Bangalore,GENWORKS Health is an initiative by GE for empowering healthcare professionals operating in the rural areas to deliver better medical facilities and diagnostics while keeping things affordable.,2000000.0,2021,Blacksoil,Others
Pocketly,FinTech,Pre Series A,Bangalore,"Pocketly provides quick cash on hand, anytime - anywhere!",3000000.0,2021,Inflection Point Ventures,Finance
Neverinstall,Information Technology,Seed,Bangalore,A cloud platform to bring any GUI application regardless of OS and Device type to the browser.,370000.0,2021,Speciale Invest,Technology & IT
CoRover,Information Technology,Seed,Bangalore,CoRover is the world’s first and the highest ROI delivering human-centric conversational AI platform.,3000000.0,2021,Canbank Venture Capital Fund,Technology & IT
BeatO,Healthcare,Pre Series B,New Delhi,ULTIMATE app to manage chronic conditions.,5000000.0,2021,W Health Ventures,Others
Earth Rhythm,Cosmetics,Seed,Gurugram,A mission to make customers healthier and Earth a little greener.,1200000.0,2021,Anicut Angel Fund,Fashion & Beauty
Fountain9,Computer software,Seed,Mumbai,"Fountain9 is a Y Combinator backed company, which offers predictive inventory planning and optimization software for e-commerce, DTC and retail companies.",1900000.0,2021,"021 Capital, Y Combinator",Others
Rockclimber,Food & Beverages,Seed,Bangalore,RockClimber is a new age beverage brand with a portfolio of alcoholic and non alcoholic drinks.,1000000.0,2021,Anand Prakash Sharma,Food & Beverage
SpEd@home,EdTech,Seed,Mumbai,"Provide Remediation, Occupational Therapy, Speech Therapy and Socio-emotional coaching for children with Learning Disabilities like Dyslexia, Dysgraphia, Dyscalculia",300000.0,2021,Inflection Point Ventures,Education
CanPe,Computer software,Seed,Bangalore,"Digital-first debt collections platform that is driven by compassion, and powered by AI.",3000000.0,2021,Axilor Ventures,Others
Green Soul,Consumer Goods,Seed,Ambernath,Green Soul is No.1 brand on Amazon India in Ergonomic chairs category in terms of customer reviews.,200000.0,2021,velocity.in,Others
Shiprocket,Logistics,Series D,New Delhi,India's #1 eCommerce Logistics and Shipping Solution Empowering over 1 Lakh Indian eCommerce Sellers.,41000000.0,2021,"March Capital, Tribe Capital",Transport
DealShare,Retail,Series D,Bangalore,The next generation disruptive (social) e-commerce product for the masses.,144000000.0,2021,Tiger Global,E-Commerce & Retail
Teachmint,EdTech,Pre Series B,Bangalore,Teachmint is an all-in-one education technology platform created specifically for the tutors of the digital age.,20000000.0,2021,Learn Capital,Education
Vahak,Transportation,Pre Series A,Bangalore,Building India's Largest & Most Trusted Online Transport Marketplace & Directory,5000000.0,2021,RTP Global,Transport
goSTOPS,Hospitality,Pre Series A,New Delhi,goSTOPS aims to be India’s biggest and most loved backpacker hostel brand.,1000000.0,2021,"IAN, Yuj Ventures",Health & Medical
Codedamn,Computer software,Pre-Seed,New Delhi,Codedamn enables anyone to learn and practice real-world programming skills and become industry relevant through our learning paths.,3000000.0,2021,Antler India,Others
Biocraft Innovation Technology,Environmental service,Pre-Seed,Noida,Innovation startup developing bamboo resources of India to be used in industrial use by developing injection moulding granules,3000000.0,2021,JITO Angel Network,Others
Powerplay,Construction,Pre-Seed,Bangalore,Powerplay helps simplify end to end Construction and Architecture project management.,5200000.0,2021,"Sequoia’s Surge, Accel Partners",Construction & Real Estate
Accio Robotics,Industrial Automation,Pre-Seed,Bangalore,Accio Robotics is involved in the designing and manufacturing of state-of-the-art Robotics Automation solutions.,3000000.0,2021,Uday Sodhi,Manufacturing & Industrial
Delhivery,Logistics,Series H,Gurugram,"Delhivery is a supply chain services company that provides transportation, warehousing, freight, and order fulfillment services.",270000000.0,2021,"Fidelity, GIC",Transport
Avishkaar,EdTech,Pre Series A,New Delhi,India's leading Ed-Tech startup spearheading the Maker Revolution in the sub-continent,600000.0,2021,Auxano,Education
Jobsgaar,Job discovery platform,Seed,New Delhi,India's first District level/ Hyper Local Job discovery platform,140000.0,2021,SucSEED Indovation Fund,Others
Almo,D2C Fashion,Seed,Gurugram,Almo is a Premium Men's essentianls wear brand focused on bringing sophisticated yet functional designs to wardrobe.,3000000.0,2021,Angelist India,E-Commerce & Retail
Breathe Well-being,HealthCare,Pre Series A,New Delhi,Breathe Wellbeing is an interactive and personalized platform that helps organization increase employee engagement and productivity.,1000000.0,2021,"Stanford Angels and Entrepreneurs India, Anjali Bansal",Others
GalaxEye,SpaceTech,Pre-Seed,Chennai,GalaxEye enables businesses to make better Decisions & perform operations efficiently via Space Technology.,3000000.0,2021,Speciale Invest,Others
Good Health Clinic,HealthCare,Pre-Seed,Hyderabad,Full Stack Digital Health Clinic,5000000.0,2021,Khosla Ventures,Others
Urban Company,Home services,Series F,New Delhi,Urban Company is an India-based company providing a marketplace for freelance labor.,250000000.0,2021,"Vy Capital, Wellington Management",Others
MYBYK,Rental,Pre Series A,Ahmadabad,MYBYK is an app that provides premium bicycle sharing and rental service.,1000000.0,2021,Avon Cycles,Others
Locus,Logistics,Series C,Bangalore,Locus is an intelligent decision-making and automation platform for logistics.,50000000.0,2021,"Blume Ventures, Exfinity Venture Partners",Transport
Crejo.Fun,EdTech,Seed,Bangalore,Crejo.Fun is a digital extracurricular learning platform being built with an intent to help children discover their passions and interests through creative learning.,3000000.0,2021,"Matrix Partners India, 021 Capital",Education
Bambinos,EdTech,Seed,Bangalore,Cohort based extracurricular course for kids,500000.0,2021,"HNIs, Angels",Education
KreditBee,FinTech,Seed,Bangalore,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,8000000.0,2021,"NewQuest Capital Partners, Motilal Oswal Private Equity",Finance
Spardha,EdTech,Pre Series A,Pune,"Spardha School Of Music, Spardha Academy, Spardha Online are associated marks with Spardha Learnings Private Limited.",400000.0,2021,Inflection Point Ventures,Education
Onelife Nutriscience,HealthCare,Pre Series A,Mumbai,Onelife Nutriscience is a consumer healthcare brands company.,3000000.0,2021,Lasons India,Others
Flatheads,Fashion,Pre Series A,Bangalore,Flatheads is a lifestyle brand that designs and creates shoes from India for the world. Flatheads launched India's first bamboo footwear.,3000000.0,2021,"Pankaj Chaddah, Srivatsan Rajan",E-Commerce & Retail
Fable Fintech,FinTech,Series A,Mumbai,"Fable Fintech is being seed-funded by the CCAvenue Group, South East Asia’s number 1 eCommerce service provider",3000000.0,2021,Paytm,Finance
Holisol,Logistics,Series A,New Delhi,HoliSol Logistics Is a Supply Chain Operations Company!,3000000.0,2021,"BlackSoil, CLSA Capital Partners",Transport
Now&Me,HealthCare,Series A,New Delhi,"Now&Me is a safe cocoon in the form of discussion forums, for you to let out your most intimate thoughts.",1000000.0,2021,"Saama, Whiteboard Capital",Others
Fyllo,AgriTech,Seed,Bangalore,Fyllo brings farms on palms by installing on field devices and actions on top of this data.,400000.0,2021,"Indian Angel Network, Titan Capital, Lead Angels",Agriculture
Cora Health,HealthCare,Seed,Bangalore,Social Commerce Marketplace for health and wellness. Help people discover products suited to their health needs.,3000000.0,2021,Inflection Point Ventures,Others
Blaer Motors,Mobility,Seed,Chennai,Meant to augment human power and not completely replace it,300000.0,2021,The Chennai Angels,Others
Swiflearn,EdTech,Pre Series A,Gurugram,Swiflearn provides online tuition classes to small batches to ensure personalised learning.,3000000.0,2021,"Venture Highway, Stellaris Venture Partners",Education
Cashfree,FinTech,Pre Series A,Bangalore,Cashfree is a payments and banking technology company that enables businesses in India to collect payments online and make payouts.,3000000.0,2021,"State Bank of India, Y Combinator",Finance
QuickSell,E-commerce,Pre Series A,Mumbai,B2B Mobile Commerce Platform,2000000.0,2021,"Sanjay Baldwa, Ajay Jain",Others
Truemeds,Heathcare,Series A,Mumbai,Truemeds is a health-tech startup.,5000000.0,2021,InfoEdge,Others
Candes,E-commerce,Series A,New Delhi,Candes is a home appliances company providing a complete range of home & kitchen electrical appliances at affordable prices.,3000000.0,2021,"Nitin Passi, Ruchirans Jaipuria",Others
MediBuddy,Heathcare,Series A,Bangalore,"MediBuddy is a digital healthcare platform for inpatient hospitalization, outpatient services, and corporate wellness benefits.",3000000.0,2021,"Stride Ventures, InnoVen Capital",Others
F5,Food & Beverages,Pre Series A,New Delhi,F5 is a foods and beverages company.,300000.0,2021,"Venture Catalysts, Jeevak Gupta",Food & Beverage
Capital Float,FinTech,Pre Series A,Bangalore,Capital Float is an online platform that provides working capital finance to SMEs in India.,6000000.0,2021,"Triodos Investment Management, SAIF Partners",Finance
